claim_id,customer_id,claim_date,claim_amount,claim_type,status,adjuster_id
CL001166,C00920,2024-10-06,2201.23,Theft,Closed,ADJ001
CL001167,C00569,2024-10-15,6984.88,Medical,Open,ADJ003
CL001168,C00132,2022-06-29,19026.49,Collision,Denied,ADJ017
CL001169,C00872,2021-05-08,11419.5,Collision,Open,ADJ033
CL001170,C00306,2025-06-10,5771.61,Theft,Closed,ADJ028
CL001171,C00968,2024-08-29,10043.31,Property,Under Review,ADJ003
CL001172,C00969,2024-05-10,34179.31,Medical,Denied,ADJ029
CL001173,C00144,2025-06-06,8867.54,Medical,Denied,ADJ023
CL001174,C00621,2022-04-12,8304.04,Property,Open,ADJ043
CL001175,C00840,2025-01-09,1148.67,Collision,Closed,ADJ010
CL001176,C00307,2024-02-09,22148.95,Property,Denied,ADJ036
CL001177,C00222,2025-07-24,9080.86,Medical,Closed,ADJ047
CL001178,C00638,2024-08-01,6619.22,Theft,Under Review,ADJ017
CL001179,C00391,2025-02-24,9921.65,Property,Approved,ADJ030
CL001180,C00086,2024-08-07,14198.74,Liability,Closed,ADJ035
CL001181,C00209,2024-11-21,3400.57,Property,Under Review,ADJ037
CL001182,C00674,2024-03-24,9892.68,Theft,Denied,ADJ011
CL001183,C00430,2023-09-22,12412.73,Medical,Approved,ADJ025
CL001184,C00027,2024-09-21,25300.72,Medical,Open,ADJ035
CL001185,C00113,2024-05-09,10417.7,Liability,Open,ADJ022
CL001186,C00656,2025-06-19,1790.13,Medical,Under Review,ADJ010
CL001187,C00890,2024-11-09,12072.41,Medical,Open,ADJ007
CL001188,C00387,2024-09-12,14702.54,Property,Approved,ADJ007
CL001189,C00802,2025-03-17,13921.72,Property,Denied,ADJ047
CL001190,C00897,2024-07-03,4944.97,Liability,Open,ADJ034
CL001191,C00358,2024-11-27,10656.61,Medical,Denied,ADJ018
CL001192,C00623,2024-11-18,2997.57,Medical,Approved,ADJ012
CL001193,C00354,2025-01-06,12188.23,Theft,Denied,ADJ039
CL001194,C00904,2025-04-23,12819.64,Liability,Denied,ADJ009
CL001195,C00266,2025-02-07,637.71,Theft,Closed,ADJ043
CL001196,C00130,2025-07-25,5310.98,Medical,Open,ADJ047
CL001197,C00655,2022-07-05,14630.25,Property,Denied,ADJ027
CL001198,C00724,2023-04-21,7137.91,Liability,Under Review,ADJ030
CL001199,C00515,2025-03-04,4658.89,Liability,Denied,ADJ046
CL001200,C00903,2023-01-08,13895.27,Property,Under Review,ADJ041
CL001201,C00879,2022-10-16,1760.66,Medical,Approved,ADJ050
CL001202,C00321,2025-05-02,27230.07,Collision,Closed,ADJ006
CL001203,C00170,2024-08-27,8842.09,Collision,Under Review,ADJ036
CL001204,C00952,2023-02-27,7646.33,Collision,Approved,ADJ044
CL001205,C00521,2021-07-12,22943.38,Liability,Denied,ADJ044
CL001206,C00694,2025-02-24,13377.17,Collision,Approved,ADJ001
CL001207,C00632,2025-06-26,7594.92,Collision,Approved,ADJ045
CL001208,C00548,2025-06-19,19832.18,Theft,Denied,ADJ003
CL001209,C00622,2023-12-27,7005.45,Property,Denied,ADJ015
CL001210,C00180,2024-08-16,3717.96,Theft,Under Review,ADJ004
CL001211,C00433,2023-10-01,12837.44,Collision,Under Review,ADJ044
CL001212,C00256,2024-07-23,12560.03,Collision,Under Review,ADJ020
CL001213,C00495,2024-11-06,4756.4,Property,Open,ADJ048
CL001214,C00647,2025-08-02,15024.73,Medical,Denied,ADJ003
CL001215,C00958,2025-03-07,7214.33,Theft,Approved,ADJ004
CL001216,C00365,2025-01-16,585.42,Liability,Under Review,ADJ020
CL001217,C00363,2025-03-14,3799.1,Property,Approved,ADJ023
CL001218,C00010,2024-02-07,3923.13,Collision,Denied,ADJ033
CL001219,C00921,2023-10-30,2728.8,Collision,Approved,ADJ001
CL001220,C00160,2025-08-02,11656.99,Medical,Closed,ADJ031
CL001221,C00405,2024-05-18,11051.77,Property,Denied,ADJ018
CL001222,C00112,2025-04-28,14845.85,Liability,Closed,ADJ009
CL001223,C00363,2025-04-16,17065.08,Property,Open,ADJ013
CL001224,C00292,2023-02-25,2053.15,Medical,Open,ADJ011
CL001225,C00683,2025-06-18,3385.38,Liability,Under Review,ADJ008
CL001226,C00432,2025-08-07,7591.48,Liability,Closed,ADJ021
CL001227,C00770,2024-11-20,11583.69,Liability,Denied,ADJ047
CL001228,C00946,2022-04-30,11257.45,Liability,Closed,ADJ008
CL001229,C00981,2024-06-12,2064.25,Collision,Closed,ADJ010
CL001230,C00353,2025-07-09,17572.26,Property,Open,ADJ044
CL001231,C00850,2025-03-12,5461.04,Theft,Open,ADJ028
CL001232,C00492,2025-02-27,9328.44,Liability,Closed,ADJ040
CL001233,C00157,2024-02-06,18680.47,Medical,Open,ADJ017
CL001234,C00718,2025-07-18,4086.64,Liability,Closed,ADJ031
CL001235,C00724,2023-08-07,11849.4,Collision,Denied,ADJ040
CL001236,C00186,2025-06-24,7619.66,Property,Closed,ADJ008
CL001237,C00136,2022-05-08,6318.61,Medical,Closed,ADJ010
CL001238,C00437,2021-10-21,756.09,Property,Open,ADJ004
CL001239,C00390,2024-11-04,6405.81,Medical,Closed,ADJ015
CL001240,C00345,2021-12-15,10426.85,Liability,Open,ADJ020
CL001241,C00113,2024-06-04,4404.07,Medical,Under Review,ADJ046
CL001242,C00429,2022-01-31,4081.05,Collision,Closed,ADJ003
CL001243,C00001,2022-08-03,1255.89,Medical,Closed,ADJ019
CL001244,C00484,2025-05-20,9610.61,Liability,Closed,ADJ017
CL001245,C00972,2025-02-05,7623.65,Medical,Under Review,ADJ008
CL001246,C00100,2025-05-10,22265.64,Property,Under Review,ADJ024
CL001247,C00760,2025-01-02,12245.51,Theft,Denied,ADJ039
CL001248,C00381,2025-07-25,3954.66,Medical,Closed,ADJ038
CL001249,C00394,2024-01-24,1764.85,Collision,Closed,ADJ041
CL001250,C00761,2025-06-26,9226.61,Collision,Denied,ADJ042
CL001251,C00838,2025-07-20,3261.29,Liability,Open,ADJ005
CL001252,C00965,2025-08-06,8425.4,Medical,Under Review,ADJ047
CL001253,C00486,2024-12-20,14849.85,Property,Denied,ADJ047
CL001254,C00158,2025-06-11,1135.26,Property,Approved,ADJ036
CL001255,C00729,2025-06-19,9892.48,Theft,Under Review,ADJ024
CL001256,C00460,2025-03-27,9633.04,Collision,Approved,ADJ005
CL001257,C00495,2024-06-28,6575.56,Theft,Open,ADJ011
CL001258,C00614,2025-07-02,11042.39,Medical,Open,ADJ037
CL001259,C00063,2023-10-20,26366.58,Liability,Approved,ADJ044
CL001260,C00546,2025-02-14,13118.71,Collision,Closed,ADJ029
CL001261,C00769,2025-07-30,16261.85,Liability,Approved,ADJ039
CL001262,C00279,2024-09-01,3500.41,Collision,Closed,ADJ037
CL001263,C00224,2023-10-30,9085.63,Collision,Denied,ADJ030
CL001264,C00516,2024-09-28,10762.43,Theft,Under Review,ADJ020
CL001265,C00873,2025-07-13,3694.88,Medical,Denied,ADJ008
CL001266,C00176,2025-04-07,3746.98,Theft,Closed,ADJ019
CL001267,C00041,2023-06-12,9774.42,Medical,Closed,ADJ018
CL001268,C00895,2025-02-22,25631.85,Property,Closed,ADJ035
CL001269,C00119,2023-09-12,520.3,Medical,Denied,ADJ024
CL001270,C00333,2025-02-27,1707.07,Theft,Under Review,ADJ047
CL001271,C00137,2022-11-15,6420.97,Theft,Under Review,ADJ021
CL001272,C00059,2024-05-16,9576.35,Collision,Under Review,ADJ015
CL001273,C00749,2023-06-30,14495.8,Property,Under Review,ADJ002
CL001274,C00551,2025-06-10,10031.11,Theft,Open,ADJ047
CL001275,C00764,2024-09-10,10477.67,Medical,Denied,ADJ036
CL001276,C00212,2025-01-01,12344.28,Property,Under Review,ADJ018
CL001277,C00209,2024-07-06,20617.57,Liability,Closed,ADJ029
CL001278,C00238,2025-07-15,11082.27,Liability,Under Review,ADJ010
CL001279,C00924,2021-01-02,7445.6,Liability,Closed,ADJ030
CL001280,C00190,2024-06-06,12326.17,Property,Closed,ADJ037
CL001281,C00503,2023-05-10,14178.65,Property,Under Review,ADJ002
CL001282,C00318,2025-06-10,2862.32,Property,Approved,ADJ044
CL001283,C00623,2024-03-26,5298.38,Liability,Closed,ADJ030
CL001284,C00931,2021-04-17,9854.22,Liability,Open,ADJ047
CL001285,C00540,2022-08-13,2490.72,Collision,Denied,ADJ007
CL001286,C00387,2025-05-04,6067.86,Collision,Open,ADJ049
CL001287,C00851,2024-02-01,9844.99,Collision,Closed,ADJ016
CL001288,C00789,2023-11-19,2812.41,Theft,Open,ADJ001
CL001289,C00981,2024-02-08,11979.08,Theft,Under Review,ADJ046
CL001290,C00088,2022-02-13,3433.66,Liability,Denied,ADJ029
CL001291,C00836,2023-06-23,5249.07,Property,Closed,ADJ004
CL001292,C00557,2025-06-08,22412.21,Collision,Open,ADJ003
CL001293,C00106,2023-06-23,8397.31,Collision,Denied,ADJ027
CL001294,C00146,2025-07-21,517.55,Property,Open,ADJ015
CL001295,C00438,2023-05-30,6088.05,Medical,Under Review,ADJ015
CL001296,C00944,2025-03-17,13245.36,Liability,Open,ADJ032
CL001297,C00174,2024-07-04,14866.14,Property,Open,ADJ019
CL001298,C00366,2024-08-07,1606.2,Medical,Open,ADJ024
CL001299,C00946,2024-05-17,13908.18,Collision,Open,ADJ039
CL001300,C00155,2025-06-22,3081.98,Theft,Under Review,ADJ039
CL001301,C00186,2024-06-30,17082.72,Medical,Denied,ADJ019
CL001302,C00357,2024-07-13,23366.62,Liability,Under Review,ADJ017
CL001303,C00831,2024-05-14,13651.28,Collision,Open,ADJ010
CL001304,C00797,2025-03-27,18220.55,Liability,Approved,ADJ047
CL001305,C00816,2023-11-06,11890.42,Liability,Open,ADJ008
CL001306,C00592,2025-08-07,14914.65,Property,Open,ADJ021
CL001307,C00131,2025-07-15,3137.15,Liability,Under Review,ADJ021
CL001308,C00507,2025-06-24,6645.57,Liability,Denied,ADJ041
CL001309,C00342,2024-01-15,6120.36,Property,Approved,ADJ027
CL001310,C00563,2025-04-03,7707.98,Theft,Approved,ADJ035
CL001311,C00550,2023-04-06,23388.9,Theft,Approved,ADJ034
CL001312,C00592,2025-08-05,27182.16,Property,Open,ADJ016
CL001313,C00371,2025-05-25,1350.6,Collision,Under Review,ADJ036
CL001314,C00486,2025-05-13,14385.43,Collision,Open,ADJ023
CL001315,C00370,2021-08-14,30311.01,Property,Under Review,ADJ030
CL001316,C00148,2025-05-17,12611.16,Theft,Approved,ADJ016
CL001317,C00216,2023-05-09,12503.42,Collision,Closed,ADJ008
CL001318,C00986,2025-03-07,10588.82,Property,Approved,ADJ047
CL001319,C00027,2022-12-18,20389.93,Collision,Open,ADJ043
CL001320,C00596,2025-05-13,1569.67,Theft,Closed,ADJ002
CL001321,C00151,2021-10-16,5796.04,Collision,Closed,ADJ005
CL001322,C00013,2021-12-19,20252.27,Property,Closed,ADJ031
CL001323,C00762,2023-05-11,2531.63,Theft,Under Review,ADJ031
CL001324,C00422,2024-03-25,10977.08,Liability,Open,ADJ019
CL001325,C00114,2025-08-12,2760.37,Collision,Denied,ADJ049
CL001326,C00178,2025-08-12,7797.78,Collision,Approved,ADJ028
CL001327,C00697,2024-07-08,14249.51,Liability,Denied,ADJ046
CL001328,C00850,2025-06-29,4241.79,Theft,Denied,ADJ020
CL001329,C00727,2025-05-30,3796.07,Property,Under Review,ADJ006
CL001330,C00535,2024-11-25,14644.24,Property,Approved,ADJ040
CL001331,C00058,2024-08-28,3674.14,Property,Denied,ADJ039
CL001332,C00862,2023-01-16,1619.53,Liability,Approved,ADJ021
CL001333,C00669,2024-01-22,9807.42,Liability,Closed,ADJ004
CL001334,C00823,2025-03-19,11326.8,Medical,Open,ADJ007
CL001335,C00080,2023-12-23,5759.17,Medical,Open,ADJ016
CL001336,C00289,2023-08-02,2860.03,Collision,Open,ADJ014
CL001337,C00612,2024-09-26,1588.39,Property,Denied,ADJ013
CL001338,C00654,2024-02-15,13973.43,Property,Under Review,ADJ006
CL001339,C00584,2023-07-26,17932.97,Liability,Open,ADJ004
CL001340,C00323,2025-06-19,3348.74,Medical,Under Review,ADJ026
CL001341,C00513,2025-08-02,3325.81,Liability,Under Review,ADJ009
CL001342,C00720,2024-12-14,10282.95,Medical,Approved,ADJ048
CL001343,C00516,2025-01-14,1964.54,Property,Open,ADJ038
CL001344,C00816,2022-03-29,6040.62,Theft,Open,ADJ019
CL001345,C00166,2024-04-23,5295.08,Collision,Closed,ADJ014
CL001346,C00827,2024-11-28,10381.17,Property,Closed,ADJ033
CL001347,C00529,2025-04-14,31395.0,Theft,Under Review,ADJ029
CL001348,C00805,2025-02-15,4302.25,Theft,Approved,ADJ003
CL001349,C00913,2025-06-25,10835.06,Liability,Closed,ADJ014
CL001350,C00626,2024-06-28,9299.72,Property,Denied,ADJ041
CL001351,C00510,2024-09-07,1912.39,Collision,Closed,ADJ050
CL001352,C00892,2025-02-23,4988.36,Collision,Approved,ADJ007
CL001353,C00466,2024-01-29,12289.36,Property,Open,ADJ018
CL001354,C00591,2025-03-16,5768.26,Collision,Open,ADJ012
CL001355,C00728,2025-07-03,11693.14,Medical,Approved,ADJ017
CL001356,C00782,2021-12-10,13211.54,Property,Open,ADJ037
CL001357,C00500,2024-12-02,1074.09,Medical,Approved,ADJ027
CL001358,C00878,2024-07-19,9485.41,Property,Approved,ADJ024
CL001359,C00525,2025-01-29,31263.86,Medical,Open,ADJ044
CL001360,C00424,2025-06-25,7836.17,Medical,Open,ADJ040
CL001361,C00660,2023-02-05,1327.35,Property,Denied,ADJ001
CL001362,C00159,2024-03-08,12869.37,Medical,Approved,ADJ011
CL001363,C00584,2024-02-29,9893.35,Liability,Approved,ADJ043
CL001364,C00096,2023-09-04,5559.6,Liability,Denied,ADJ030
CL001365,C00112,2024-04-02,1744.43,Collision,Approved,ADJ050
CL001366,C00444,2025-04-19,6203.62,Medical,Under Review,ADJ039
CL001367,C00498,2025-08-09,8030.99,Collision,Under Review,ADJ030
CL001368,C00040,2024-10-04,8403.68,Liability,Closed,ADJ041
CL001369,C00219,2022-12-02,7875.15,Theft,Approved,ADJ004
CL001370,C00959,2025-08-12,27986.97,Liability,Closed,ADJ004
CL001371,C00217,2025-06-20,13086.3,Liability,Under Review,ADJ017
CL001372,C00651,2024-12-04,3053.53,Property,Open,ADJ018
CL001373,C00415,2022-03-13,1684.78,Liability,Approved,ADJ034
CL001374,C00220,2025-07-05,10209.84,Medical,Closed,ADJ004
CL001375,C00095,2025-04-29,13476.87,Liability,Under Review,ADJ049
CL001376,C00305,2023-03-27,2885.73,Medical,Approved,ADJ031
CL001377,C00487,2024-04-20,8264.84,Property,Approved,ADJ023
CL001378,C00935,2025-06-30,10547.07,Liability,Open,ADJ036
CL001379,C00802,2025-06-24,13459.8,Property,Open,ADJ047
CL001380,C00684,2025-08-02,8888.1,Property,Under Review,ADJ043
CL001381,C00844,2025-07-28,14115.05,Medical,Open,ADJ010
CL001382,C00919,2024-06-23,7150.56,Property,Approved,ADJ021
CL001383,C00117,2022-10-08,11984.24,Liability,Under Review,ADJ034
CL001384,C00740,2024-02-03,553.31,Liability,Closed,ADJ041
CL001385,C00461,2021-10-15,20293.87,Collision,Closed,ADJ048
CL001386,C00193,2025-04-15,6592.55,Theft,Closed,ADJ039
CL001387,C00387,2024-07-13,3633.99,Property,Closed,ADJ044
CL001388,C00591,2024-06-03,14349.01,Medical,Under Review,ADJ002
CL001389,C00310,2021-10-30,13501.5,Theft,Open,ADJ045
CL001390,C00512,2025-04-29,9909.22,Liability,Approved,ADJ027
CL001391,C00361,2025-01-15,5607.06,Theft,Approved,ADJ034
CL001392,C00998,2024-11-02,11593.68,Collision,Closed,ADJ030
CL001393,C00439,2025-05-15,5910.26,Theft,Denied,ADJ011
CL001394,C00556,2025-03-21,6820.2,Medical,Approved,ADJ041
CL001395,C00291,2024-09-30,26037.62,Collision,Open,ADJ007
CL001396,C00092,2024-02-04,9919.56,Theft,Approved,ADJ007
CL001397,C00509,2023-04-13,11374.18,Theft,Denied,ADJ007
CL001398,C00649,2025-06-27,6939.5,Theft,Open,ADJ043
CL001399,C00297,2024-05-23,12849.73,Property,Closed,ADJ050
CL001400,C00466,2024-09-01,13720.07,Liability,Open,ADJ023
CL001401,C00991,2024-03-03,12009.39,Liability,Approved,ADJ042
CL001402,C00721,2022-09-26,11877.21,Liability,Open,ADJ024
CL001403,C00801,2024-11-08,6683.31,Medical,Under Review,ADJ027
CL001404,C00690,2022-12-07,9606.84,Liability,Open,ADJ001
CL001405,C00027,2024-08-20,5105.77,Theft,Denied,ADJ021
CL001406,C00344,2024-10-03,2970.96,Theft,Approved,ADJ016
CL001407,C00570,2024-08-26,14615.61,Property,Denied,ADJ042
CL001408,C00403,2025-05-22,12513.97,Theft,Approved,ADJ009
CL001409,C00962,2023-08-16,9725.97,Property,Approved,ADJ021
CL001410,C00530,2021-11-03,2797.43,Property,Open,ADJ046
CL001411,C00821,2024-10-13,2331.79,Collision,Denied,ADJ026
CL001412,C00864,2025-06-11,11551.49,Medical,Denied,ADJ011
CL001413,C00972,2025-06-14,5174.87,Collision,Open,ADJ002
CL001414,C00448,2024-02-02,667.3,Theft,Closed,ADJ002
CL001415,C00633,2024-04-06,10759.85,Collision,Denied,ADJ025
CL001416,C00026,2024-01-09,11263.92,Property,Approved,ADJ041
CL001417,C00647,2025-08-01,19859.27,Property,Under Review,ADJ013
CL001418,C00549,2022-10-12,12686.62,Liability,Under Review,ADJ043
CL001419,C00053,2025-03-25,4486.99,Property,Open,ADJ041
CL001420,C00594,2025-08-10,13070.62,Collision,Approved,ADJ039
CL001421,C00126,2023-09-28,2052.61,Medical,Under Review,ADJ012
CL001422,C00096,2023-07-05,1622.03,Medical,Closed,ADJ026
CL001423,C00104,2023-05-10,7620.04,Collision,Approved,ADJ005
CL001424,C00499,2022-07-03,14408.65,Collision,Closed,ADJ044
CL001425,C00430,2025-06-02,5941.19,Medical,Approved,ADJ011
CL001426,C00185,2025-04-26,11614.25,Theft,Denied,ADJ003
CL001427,C00121,2025-05-15,14650.78,Medical,Approved,ADJ040
CL001428,C00615,2024-05-06,8424.0,Property,Denied,ADJ048
CL001429,C00261,2024-11-25,13935.46,Property,Denied,ADJ002
CL001430,C00549,2023-12-06,834.05,Theft,Closed,ADJ014
CL001431,C00888,2025-07-12,5790.91,Property,Open,ADJ021
CL001432,C00142,2025-07-22,3686.54,Property,Under Review,ADJ018
CL001433,C00494,2025-01-14,5395.1,Theft,Under Review,ADJ030
CL001434,C00764,2024-04-21,12230.67,Liability,Denied,ADJ026
CL001435,C00945,2024-02-18,3299.29,Property,Closed,ADJ044
CL001436,C00867,2024-10-15,13366.07,Medical,Approved,ADJ007
CL001437,C00598,2023-10-03,12000.72,Theft,Under Review,ADJ011
CL001438,C00814,2025-07-27,3484.56,Liability,Approved,ADJ029
CL001439,C00434,2023-05-29,9146.78,Medical,Under Review,ADJ040
CL001440,C00111,2025-05-03,9305.79,Liability,Closed,ADJ037
CL001441,C00362,2024-11-24,12630.75,Collision,Approved,ADJ011
CL001442,C00911,2021-10-21,989.52,Theft,Under Review,ADJ038
CL001443,C00420,2024-05-06,4755.37,Theft,Under Review,ADJ026
CL001444,C00031,2023-09-08,2162.42,Medical,Approved,ADJ012
CL001445,C00367,2025-06-15,4057.11,Property,Under Review,ADJ024
CL001446,C00149,2023-07-05,19147.99,Medical,Open,ADJ046
CL001447,C00337,2025-07-24,3599.7,Theft,Under Review,ADJ015
CL001448,C00576,2023-01-22,1460.41,Medical,Denied,ADJ014
CL001449,C00540,2022-09-23,3653.22,Theft,Under Review,ADJ046
CL001450,C00623,2025-01-30,32813.75,Collision,Denied,ADJ042
CL001451,C00432,2025-06-09,10390.91,Liability,Under Review,ADJ021
CL001452,C00203,2024-11-03,7733.21,Liability,Open,ADJ018
CL001453,C00432,2025-05-15,2229.26,Liability,Closed,ADJ039
CL001454,C00335,2024-11-02,9071.98,Property,Denied,ADJ002
CL001455,C00292,2023-11-27,1732.18,Theft,Open,ADJ030
CL001456,C00292,2023-02-24,5921.29,Collision,Denied,ADJ034
CL001457,C00041,2023-01-02,5392.15,Collision,Open,ADJ031
CL001458,C00098,2023-05-04,24001.35,Medical,Under Review,ADJ021
CL001459,C00772,2021-11-20,5514.45,Collision,Denied,ADJ050
CL001460,C00321,2024-12-18,11851.15,Medical,Approved,ADJ032
CL001461,C00870,2021-07-20,9795.91,Collision,Under Review,ADJ040
CL001462,C00106,2025-07-26,924.68,Collision,Open,ADJ009
CL001463,C00108,2024-09-23,14906.34,Liability,Closed,ADJ011
CL001464,C00091,2022-07-24,3271.82,Medical,Denied,ADJ001
CL001465,C00957,2024-11-23,10479.5,Collision,Under Review,ADJ003
CL001466,C00114,2025-08-11,1196.05,Medical,Open,ADJ017
CL001467,C00338,2024-09-18,24004.49,Liability,Under Review,ADJ045
CL001468,C00175,2025-07-20,13910.45,Theft,Approved,ADJ008
CL001469,C00130,2025-06-12,8454.78,Theft,Approved,ADJ041
CL001470,C00458,2024-11-06,20600.58,Property,Denied,ADJ031
CL001471,C00678,2021-08-11,13543.7,Liability,Closed,ADJ006
CL001472,C00271,2024-09-05,11609.93,Collision,Under Review,ADJ036
CL001473,C00856,2022-11-19,28411.53,Property,Open,ADJ005
CL001474,C00996,2025-03-18,13137.74,Property,Approved,ADJ025
CL001475,C00193,2023-02-08,7570.86,Medical,Closed,ADJ038
CL001476,C00780,2023-03-13,8150.85,Medical,Under Review,ADJ046
CL001477,C00465,2024-03-29,23482.05,Collision,Closed,ADJ015
CL001478,C00939,2025-07-06,14288.14,Theft,Denied,ADJ013
CL001479,C00799,2025-02-23,9887.09,Liability,Closed,ADJ044
CL001480,C00315,2025-06-06,29697.65,Collision,Closed,ADJ030
CL001481,C00898,2025-03-26,2054.01,Collision,Closed,ADJ002
CL001482,C00916,2023-05-12,12689.34,Liability,Denied,ADJ029
CL001483,C00361,2023-12-12,4350.89,Theft,Open,ADJ023
CL001484,C00442,2023-04-11,6781.44,Liability,Denied,ADJ022
CL001485,C00055,2023-08-23,6899.44,Medical,Open,ADJ004
CL001486,C00665,2025-07-09,6046.58,Liability,Closed,ADJ019
CL001487,C00194,2023-04-26,6339.04,Theft,Under Review,ADJ034
CL001488,C00623,2024-04-10,14806.15,Collision,Closed,ADJ008
CL001489,C00225,2025-04-08,2170.22,Collision,Denied,ADJ018
CL001490,C00245,2022-05-04,1454.79,Collision,Under Review,ADJ015
CL001491,C00904,2023-05-09,9493.2,Liability,Approved,ADJ026
CL001492,C00104,2024-09-08,3688.38,Medical,Approved,ADJ014
CL001493,C00176,2021-10-19,11893.05,Medical,Under Review,ADJ046
CL001494,C00611,2023-06-18,4675.69,Collision,Open,ADJ012
CL001495,C00516,2025-08-10,13662.85,Theft,Approved,ADJ048
CL001496,C00313,2023-07-10,12862.18,Property,Closed,ADJ021
CL001497,C00698,2025-05-15,1507.09,Property,Under Review,ADJ030
CL001498,C00146,2025-08-08,14452.52,Liability,Approved,ADJ022
CL001499,C00022,2022-09-22,3073.97,Medical,Open,ADJ011
CL001500,C00696,2024-08-23,17397.84,Medical,Approved,ADJ038
CL001501,C00002,2024-01-21,7580.46,Property,Approved,ADJ008
CL001502,C00047,2025-05-25,12374.43,Theft,Under Review,ADJ015
CL001503,C00538,2025-05-15,7795.62,Property,Open,ADJ007
CL001504,C00312,2024-10-12,12156.44,Medical,Approved,ADJ032
CL001505,C00753,2021-06-02,5586.33,Theft,Under Review,ADJ043
CL001506,C00499,2021-11-25,4176.28,Liability,Open,ADJ023
CL001507,C00309,2023-05-01,10797.28,Theft,Denied,ADJ031
CL001508,C00116,2024-12-06,4414.09,Theft,Open,ADJ010
CL001509,C00421,2025-04-05,12915.85,Property,Under Review,ADJ032
CL001510,C00032,2022-05-14,4043.33,Liability,Under Review,ADJ014
CL001511,C00763,2025-05-10,1794.47,Liability,Open,ADJ018
CL001512,C00899,2025-07-31,9589.93,Theft,Approved,ADJ034
CL001513,C00180,2025-01-05,9472.37,Medical,Approved,ADJ038
CL001514,C00428,2025-07-22,25234.01,Property,Open,ADJ038
CL001515,C00533,2025-07-26,24921.06,Collision,Approved,ADJ030
CL001516,C00581,2024-04-02,14538.22,Medical,Under Review,ADJ008
CL001517,C00993,2025-08-06,620.86,Property,Approved,ADJ044
CL001518,C00154,2022-10-21,8086.2,Medical,Denied,ADJ036
CL001519,C00681,2025-08-09,5677.95,Collision,Under Review,ADJ001
CL001520,C00465,2023-07-04,1950.3,Theft,Open,ADJ004
CL001521,C00501,2025-05-14,4934.41,Liability,Under Review,ADJ043
CL001522,C00855,2024-11-20,509.3,Medical,Closed,ADJ023
CL001523,C00900,2024-12-13,10868.79,Theft,Closed,ADJ006
CL001524,C00731,2025-07-16,4424.7,Property,Approved,ADJ038
